	trialType	Response	RT	waterTime	Attempts
0	AB	correct	2.9549999237060547	1.9119999408721924	1.0
1	AB	correct	3.7660000324249268	2.4630000591278076	2.0
2	AB	correct	4.356000185012817	2.6539998054504395	4.0
3	AB	correct	2.9740002155303955	2.2730000019073486	1.0
4	AB	correct	1.2019999027252197	2.6030001640319824	5.0
5	AB	correct	1.121000051498413	2.2130000591278076	2.0
6	AB	correct	3.8949999809265137	2.55400013923645	1.0
7	AB	correct	1.9229998588562012	2.373000144958496	2.0
8	AB	correct	1.4619998931884766	2.634000062942505	2.0
9	AB	correct	1.0809998512268066	2.2230000495910645	1.0
10	AB	correct	0.6710000038146973	2.572999954223633	4.0
11	AB	correct	1.250999927520752	2.5340001583099365	2.0
12	AB	correct	0.5410001277923584	2.432999849319458	2.0
13	AB	correct	1.2119998931884766	2.2929999828338623	2.0
14	AB	correct	4.7870001792907715	2.493000030517578	3.0
15	AB	correct	0.7209999561309814	2.564000129699707	3.0
16	AB	correct	2.5940001010894775	2.253000020980835	1.0
17	AB	correct	1.3320000171661377	2.5940001010894775	5.0
18	AB	correct	3.4050002098083496	2.553999900817871	5.0
19	AB	correct	4.746999979019165	2.513000011444092	2.0
20	AB	correct	0.4509999752044678	2.1529998779296875	3.0
21	AB	correct	2.2730000019073486	2.5240001678466797	3.0
22	AB	correct	4.305999994277954	2.514000177383423	2.0
23	AB	correct	2.6540000438690186	2.443000078201294	2.0
24	AB	correct	1.5720000267028809	2.6040000915527344	2.0
25	AB	correct	2.1029999256134033	2.2130000591278076	4.0
26	AB	correct	4.647000074386597	2.5339999198913574	1.0
27	AB	correct	2.8940000534057617	2.634000062942505	2.0
28	AB	correct	2.8940000534057617	2.694000005722046	3.0
29	AB	correct	1.371999979019165	2.1630001068115234	3.0
30	AB	correct	3.303999900817871	2.49399995803833	2.0
31	AB	correct	2.2239999771118164	2.61299991607666	2.0
32	AB	correct	2.263000011444092	2.503999948501587	2.0
33	AB	correct	1.441999912261963	2.4630000591278076	2.0
34	AB	correct	2.864000082015991	2.433000087738037	2.0
35	AB	correct	0.5110001564025879	2.253000020980835	2.0
36	AB	correct	3.3450000286102295	2.6029999256134033	3.0
37	AB	correct	2.062999963760376	2.3940000534057617	3.0
38	AB	correct	1.5220000743865967	2.4639999866485596	3.0
39	AB	correct	4.47599983215332	2.624000072479248	3.0
40	AB	correct	1.5220000743865967	2.2330000400543213	3.0
41	AB	correct	1.6519999504089355	2.5139999389648438	3.0
42	AB	correct	1.812000036239624	2.5839998722076416	4.0
43	AB	correct	1.9930000305175781	2.5339999198913574	2.0
44	AB	correct	2.6640000343322754	2.49399995803833	2.0
45	AB	correct	1.5420000553131104	2.5829999446868896	2.0
46	AB	correct	2.1030001640319824	2.444000005722046	2.0
47	AB	correct	2.11299991607666	2.5840001106262207	2.0
48	AB	correct	2.694000005722046	2.614000082015991	2.0
49	AB	correct	1.6419999599456787	2.192999839782715	3.0
50	AB	correct	2.934000015258789	3.245000123977661	2.0
51	AB	correct	1.5819997787475586	2.5940001010894775	3.0
52	AB	correct	1.0910000801086426	2.1730000972747803	3.0
53	AB	correct	1.622999906539917	2.4630000591278076	2.0
54	AB	correct	1.1820001602172852	2.5739998817443848	3.0
55	AB	correct	2.003000020980835	2.1629998683929443	2.0
56	AB	correct	4.6570000648498535	2.383000135421753	2.0
57	AB	correct	1.4219999313354492	2.434000015258789	2.0
58	AB	correct	0.31100010871887207	2.072999954223633	2.0
59	AB	correct	4.957000017166138	2.443000078201294	1.0
60	AB	correct	2.203000068664551	2.553999900817871	2.0
61	AB	correct	4.877000093460083	2.1529998779296875	1.0
62	AB	correct	1.001999855041504	2.1630001068115234	2.0
63	AB	correct	0.5999999046325684	2.434000015258789	3.0
